window,market,qualifying_posts,positive,negative,neutral,current_net,baseline_n,baseline_net,vss,signal,breach_run,escalation
2026-04-18 13:45:00+00:00,Bengaluru,946,486,160,300,34.46088794926004,2899,35.90893411521214,-1.4480461659520998,NORMAL,0,False
2026-04-18 14:00:00+00:00,Bengaluru,922,499,135,288,39.47939262472885,2899,35.90893411521214,3.570458509516712,NORMAL,0,False
2026-04-18 14:15:00+00:00,Bengaluru,907,487,114,306,41.12458654906285,2899,35.90893411521214,5.215652433850707,NORMAL,0,False
2026-04-18 14:30:00+00:00,Bengaluru,918,494,127,297,39.97821350762527,2899,35.90893411521214,4.069279392413129,NORMAL,0,False
2026-04-18 14:45:00+00:00,Bengaluru,951,494,143,314,36.90851735015773,2899,35.90893411521214,0.9995832349455895,NORMAL,0,False
2026-04-18 15:00:00+00:00,Bengaluru,1556,490,467,599,1.4781491002570701,2899,35.90893411521214,-34.43078501495507,BREACH,1,False
2026-04-18 15:15:00+00:00,Bengaluru,887,450,123,314,36.86583990980835,2899,35.90893411521214,0.9569057945962101,NORMAL,0,False
2026-04-18 15:30:00+00:00,Bengaluru,952,517,116,319,42.121848739495796,2899,35.90893411521214,6.2129146242836555,NORMAL,0,False
2026-04-18 15:45:00+00:00,Bengaluru,915,493,114,308,41.4207650273224,2899,35.90893411521214,5.511830912110263,NORMAL,0,False
2026-04-18 16:00:00+00:00,Bengaluru,902,471,146,285,36.031042128603104,2899,35.90893411521214,0.12210801339096378,NORMAL,0,False
2026-04-18 16:15:00+00:00,Bengaluru,949,497,147,305,36.8809272918862,2899,35.90893411521214,0.9719931766740615,NORMAL,0,False
2026-04-18 16:30:00+00:00,Bengaluru,864,437,131,296,35.41666666666667,2899,35.90893411521214,-0.4922674485454692,NORMAL,0,False
2026-04-18 16:45:00+00:00,Bengaluru,852,443,106,303,39.55399061032864,2899,35.90893411521214,3.645056495116499,NORMAL,0,False
2026-04-18 17:00:00+00:00,Bengaluru,1407,550,382,475,11.940298507462687,2899,35.90893411521214,-23.968635607749455,BREACH,1,False
2026-04-18 17:15:00+00:00,Bengaluru,1381,558,367,456,13.83055756698045,2899,35.90893411521214,-22.078376548231688,BREACH,2,False
2026-04-18 17:30:00+00:00,Bengaluru,1381,560,346,475,15.49601737871108,2899,35.90893411521214,-20.41291673650106,BREACH,3,True
2026-04-18 17:45:00+00:00,Bengaluru,1469,622,363,484,17.631041524846836,2899,35.90893411521214,-18.277892590365305,BREACH,4,True
2026-04-18 18:00:00+00:00,Bengaluru,1440,603,359,478,16.944444444444446,2899,35.90893411521214,-18.964489670767694,BREACH,5,True
2026-04-18 18:15:00+00:00,Bengaluru,1528,669,362,497,20.091623036649217,2899,35.90893411521214,-15.817311078562923,BREACH,6,True
2026-04-18 18:30:00+00:00,Bengaluru,1177,602,176,399,36.19371282922684,2899,35.90893411521214,0.2847787140146991,NORMAL,0,False
2026-04-18 18:45:00+00:00,Bengaluru,1085,579,138,368,40.645161290322584,2899,35.90893411521214,4.736227175110443,NORMAL,0,False
2026-04-18 19:00:00+00:00,Bengaluru,1125,556,224,345,29.51111111111111,2899,35.90893411521214,-6.397823004101031,NORMAL,0,False
2026-04-18 19:15:00+00:00,Bengaluru,1205,626,224,355,33.36099585062241,2899,35.90893411521214,-2.5479382645897317,NORMAL,0,False
2026-04-18 19:30:00+00:00,Bengaluru,1127,588,159,380,38.065661047027504,2899,35.90893411521214,2.1567269318153635,NORMAL,0,False
2026-04-18 19:45:00+00:00,Bengaluru,1053,558,157,338,38.08167141500475,2899,35.90893411521214,2.172737299792608,NORMAL,0,False
2026-04-18 20:00:00+00:00,Bengaluru,1077,539,144,394,36.67595171773444,2899,35.90893411521214,0.7670176025223014,NORMAL,0,False
2026-04-18 20:15:00+00:00,Bengaluru,1081,556,149,376,37.65032377428308,2899,35.90893411521214,1.74138965907094,NORMAL,0,False
2026-04-18 20:30:00+00:00,Bengaluru,1118,583,177,358,36.31484794275492,2899,35.90893411521214,0.4059138275427827,NORMAL,0,False
2026-04-18 20:45:00+00:00,Bengaluru,1105,580,156,369,38.371040723981906,2899,35.90893411521214,2.4621066087697656,NORMAL,0,False
2026-04-18 21:00:00+00:00,Bengaluru,1063,541,145,377,37.25305738476011,2899,35.90893411521214,1.3441232695479712,NORMAL,0,False
2026-04-18 21:15:00+00:00,Bengaluru,1058,550,167,341,36.20037807183365,2899,35.90893411521214,0.2914439566215066,NORMAL,0,False
2026-04-18 21:30:00+00:00,Bengaluru,1065,593,143,329,42.25352112676056,2899,35.90893411521214,6.34458701154842,NORMAL,0,False
2026-04-18 21:45:00+00:00,Bengaluru,1117,551,172,394,33.930170098478065,2899,35.90893411521214,-1.9787640167340754,NORMAL,0,False
2026-04-18 22:00:00+00:00,Bengaluru,516,276,73,167,39.34108527131782,2899,35.90893411521214,3.4321511561056823,NORMAL,0,False
2026-04-18 22:15:00+00:00,Bengaluru,576,284,88,204,34.02777777777778,2899,35.90893411521214,-1.881156337434362,NORMAL,0,False
2026-04-18 22:30:00+00:00,Bengaluru,573,279,93,201,32.460732984293195,2899,35.90893411521214,-3.448201130918946,NORMAL,0,False
2026-04-18 22:45:00+00:00,Bengaluru,572,287,82,203,35.83916083916085,2899,35.90893411521214,-0.06977327605129346,NORMAL,0,False
2026-04-18 23:00:00+00:00,Bengaluru,540,265,71,204,35.92592592592593,2899,35.90893411521214,0.0169918107137903,NORMAL,0,False
2026-04-18 23:15:00+00:00,Bengaluru,559,294,62,203,41.50268336314848,2899,35.90893411521214,5.593749247936337,NORMAL,0,False
2026-04-18 23:30:00+00:00,Bengaluru,540,275,69,196,38.14814814814815,2899,35.90893411521214,2.2392140329360117,NORMAL,0,False
2026-04-18 23:45:00+00:00,Bengaluru,545,301,78,166,40.917431192660544,2899,35.90893411521214,5.0084970774484034,NORMAL,0,False
2026-04-18 10:00:00+00:00,Chennai,685,348,103,234,35.76642335766423,2840,38.41549295774648,-2.6490696000822496,NORMAL,0,False
2026-04-18 10:15:00+00:00,Chennai,756,375,104,277,35.84656084656085,2840,38.41549295774648,-2.5689321111856316,NORMAL,0,False
2026-04-18 10:30:00+00:00,Chennai,763,411,127,225,37.22149410222805,2840,38.41549295774648,-1.19399885551843,NORMAL,0,False
2026-04-18 10:45:00+00:00,Chennai,699,359,102,238,36.76680972818312,2840,38.41549295774648,-1.6486832295633604,NORMAL,0,False
2026-04-18 11:00:00+00:00,Chennai,738,391,110,237,38.07588075880759,2840,38.41549295774648,-0.3396121989388874,NORMAL,0,False
2026-04-18 11:15:00+00:00,Chennai,704,365,117,222,35.22727272727273,2840,38.41549295774648,-3.1882202304737532,NORMAL,0,False
2026-04-18 11:30:00+00:00,Chennai,712,371,108,233,36.93820224719101,2840,38.41549295774648,-1.4772907105554722,NORMAL,0,False
2026-04-18 11:45:00+00:00,Chennai,691,368,104,219,38.205499276411,2840,38.41549295774648,-0.20999368133548302,NORMAL,0,False
2026-04-18 12:00:00+00:00,Chennai,1005,486,183,336,30.149253731343283,2840,38.41549295774648,-8.266239226403197,NORMAL,0,False
2026-04-18 12:15:00+00:00,Chennai,956,486,188,282,31.171548117154813,2840,38.41549295774648,-7.243944840591666,NORMAL,0,False
2026-04-18 12:30:00+00:00,Chennai,911,451,170,290,30.845225027442375,2840,38.41549295774648,-7.570267930304105,NORMAL,0,False
2026-04-18 12:45:00+00:00,Chennai,922,463,139,320,35.140997830802604,2840,38.41549295774648,-3.274495126943876,NORMAL,0,False
2026-04-18 13:00:00+00:00,Chennai,1034,574,134,326,42.553191489361694,2840,38.41549295774648,4.137698531615214,NORMAL,0,False
2026-04-18 13:15:00+00:00,Chennai,1055,593,131,331,43.791469194312796,2840,38.41549295774648,5.375976236566316,NORMAL,0,False
2026-04-18 13:30:00+00:00,Chennai,893,454,126,313,36.73012318029115,2840,38.41549295774648,-1.6853697774553282,NORMAL,0,False
2026-04-18 13:45:00+00:00,Chennai,897,476,137,284,37.79264214046823,2840,38.41549295774648,-0.6228508172782483,NORMAL,0,False
2026-04-18 14:00:00+00:00,Chennai,881,470,129,282,38.70601589103292,2840,38.41549295774648,0.2905229332864394,NORMAL,0,False
2026-04-18 14:15:00+00:00,Chennai,929,493,130,306,39.07427341227125,2840,38.41549295774648,0.6587804545247735,NORMAL,0,False
2026-04-18 14:30:00+00:00,Chennai,891,463,125,303,37.93490460157126,2840,38.41549295774648,-0.4805883561752182,NORMAL,0,False
2026-04-18 14:45:00+00:00,Chennai,889,459,130,300,37.00787401574803,2840,38.41549295774648,-1.4076189419984502,NORMAL,0,False
2026-04-18 15:00:00+00:00,Chennai,1532,448,447,637,0.06527415143603443,2840,38.41549295774648,-38.350218806310444,BREACH,1,False
2026-04-18 15:15:00+00:00,Chennai,875,459,138,278,36.68571428571429,2840,38.41549295774648,-1.7297786720321895,NORMAL,0,False
2026-04-18 15:30:00+00:00,Chennai,931,491,136,304,38.131041890440386,2840,38.41549295774648,-0.2844510673060938,NORMAL,0,False
2026-04-18 15:45:00+00:00,Chennai,905,447,142,316,33.70165745856354,2840,38.41549295774648,-4.713835499182942,NORMAL,0,False
2026-04-18 16:00:00+00:00,Chennai,897,462,146,289,35.228539576365655,2840,38.41549295774648,-3.1869533813808246,NORMAL,0,False
2026-04-18 16:15:00+00:00,Chennai,946,476,145,325,34.98942917547569,2840,38.41549295774648,-3.426063782270788,NORMAL,0,False
2026-04-18 16:30:00+00:00,Chennai,932,492,149,291,36.802575107296136,2840,38.41549295774648,-1.6129178504503443,NORMAL,0,False
2026-04-18 16:45:00+00:00,Chennai,965,514,141,310,38.65284974093264,2840,38.41549295774648,0.23735678318615783,NORMAL,0,False
2026-04-18 17:00:00+00:00,Chennai,1391,579,364,448,15.456506110711722,2840,38.41549295774648,-22.95898684703476,BREACH,1,False
2026-04-18 17:15:00+00:00,Chennai,1446,571,384,491,12.932226832641769,2840,38.41549295774648,-25.483266125104713,BREACH,2,False
2026-04-18 17:30:00+00:00,Chennai,1410,578,369,463,14.822695035460992,2840,38.41549295774648,-23.592797922285488,BREACH,3,True
2026-04-18 17:45:00+00:00,Chennai,1412,579,359,474,15.580736543909346,2840,38.41549295774648,-22.834756413837134,BREACH,4,True
2026-04-18 18:00:00+00:00,Chennai,1445,658,348,439,21.453287197231834,2840,38.41549295774648,-16.962205760514646,BREACH,5,True
2026-04-18 18:15:00+00:00,Chennai,1446,632,327,487,21.092669432918395,2840,38.41549295774648,-17.322823524828085,BREACH,6,True
2026-04-18 18:30:00+00:00,Chennai,1136,590,162,384,37.676056338028175,2840,38.41549295774648,-0.7394366197183047,NORMAL,0,False
2026-04-18 18:45:00+00:00,Chennai,1049,539,146,364,37.46425166825548,2840,38.41549295774648,-0.9512412894910014,NORMAL,0,False
2026-04-18 19:00:00+00:00,Chennai,1202,580,222,400,29.783693843594012,2840,38.41549295774648,-8.631799114152468,NORMAL,0,False
2026-04-18 19:15:00+00:00,Chennai,1136,557,231,348,28.69718309859155,2840,38.41549295774648,-9.718309859154928,NORMAL,0,False
2026-04-18 19:30:00+00:00,Chennai,1086,563,156,367,37.476979742173114,2840,38.41549295774648,-0.9385132155733658,NORMAL,0,False
2026-04-18 19:45:00+00:00,Chennai,1007,522,145,340,37.43793445878848,2840,38.41549295774648,-0.9775584989579968,NORMAL,0,False
2026-04-18 20:00:00+00:00,Chennai,1086,553,170,363,35.2670349907919,2840,38.41549295774648,-3.148457966954581,NORMAL,0,False
2026-04-18 20:15:00+00:00,Chennai,1069,550,168,351,35.73433115060804,2840,38.41549295774648,-2.6811618071384373,NORMAL,0,False
2026-04-18 20:30:00+00:00,Chennai,1098,568,152,378,37.88706739526412,2840,38.41549295774648,-0.5284255624823615,NORMAL,0,False
2026-04-18 20:45:00+00:00,Chennai,1078,560,150,368,38.03339517625231,2840,38.41549295774648,-0.38209778149416707,NORMAL,0,False
2026-04-18 21:00:00+00:00,Chennai,1114,596,168,350,38.42010771992819,2840,38.41549295774648,0.004614762181709864,NORMAL,0,False
2026-04-18 21:15:00+00:00,Chennai,1086,553,150,383,37.10865561694291,2840,38.41549295774648,-1.3068373408035683,NORMAL,0,False
2026-04-18 21:30:00+00:00,Chennai,1063,559,163,341,37.25305738476011,2840,38.41549295774648,-1.162435572986368,NORMAL,0,False
2026-04-18 21:45:00+00:00,Chennai,1063,546,161,356,36.21825023518345,2840,38.41549295774648,-2.1972427225630327,NORMAL,0,False
2026-04-18 22:00:00+00:00,Chennai,555,274,94,187,32.432432432432435,2840,38.41549295774648,-5.983060525314045,NORMAL,0,False
2026-04-18 22:15:00+00:00,Chennai,532,271,86,175,34.77443609022557,2840,38.41549295774648,-3.641056867520909,NORMAL,0,False
2026-04-18 22:30:00+00:00,Chennai,566,302,84,180,38.515901060070675,2840,38.41549295774648,0.10040810232419517,NORMAL,0,False
2026-04-18 22:45:00+00:00,Chennai,498,261,78,159,36.74698795180723,2840,38.41549295774648,-1.6685050059392523,NORMAL,0,False
2026-04-18 23:00:00+00:00,Chennai,516,244,73,199,33.139534883720934,2840,38.41549295774648,-5.275958074025546,NORMAL,0,False
2026-04-18 23:15:00+00:00,Chennai,546,282,82,182,36.630036630036635,2840,38.41549295774648,-1.785456327709845,NORMAL,0,False
2026-04-18 23:30:00+00:00,Chennai,555,302,72,181,41.44144144144144,2840,38.41549295774648,3.025948483694961,NORMAL,0,False
2026-04-18 23:45:00+00:00,Chennai,531,290,71,170,41.24293785310735,2840,38.41549295774648,2.8274448953608697,NORMAL,0,False
2026-04-18 10:00:00+00:00,Delhi,750,380,100,270,37.33333333333334,2991,36.87729856235373,0.4560347709796133,NORMAL,0,False
2026-04-18 10:15:00+00:00,Delhi,787,410,115,262,37.484116899618805,2991,36.87729856235373,0.6068183372650751,NORMAL,0,False
2026-04-18 10:30:00+00:00,Delhi,739,363,126,250,32.070365358592696,2991,36.87729856235373,-4.806933203761034,NORMAL,0,False
2026-04-18 10:45:00+00:00,Delhi,705,363,107,235,36.31205673758865,2991,36.87729856235373,-0.5652418247650814,NORMAL,0,False
2026-04-18 11:00:00+00:00,Delhi,793,409,121,263,36.31778058007566,2991,36.87729856235373,-0.5595179822780665,NORMAL,0,False
2026-04-18 11:15:00+00:00,Delhi,782,396,120,266,35.29411764705883,2991,36.87729856235373,-1.5831809152948964,NORMAL,0,False
2026-04-18 11:30:00+00:00,Delhi,715,397,105,213,40.83916083916084,2991,36.87729856235373,3.9618622768071106,NORMAL,0,False
2026-04-18 11:45:00+00:00,Delhi,747,402,91,254,41.633199464524765,2991,36.87729856235373,4.755900902171035,NORMAL,0,False
2026-04-18 12:00:00+00:00,Delhi,923,467,178,278,31.31094257854821,2991,36.87729856235373,-5.5663559838055185,NORMAL,0,False
2026-04-18 12:15:00+00:00,Delhi,1002,493,186,323,30.63872255489022,2991,36.87729856235373,-6.238576007463511,NORMAL,0,False
2026-04-18 12:30:00+00:00,Delhi,1002,488,199,315,28.842315369261474,2991,36.87729856235373,-8.034983193092256,NORMAL,0,False
2026-04-18 12:45:00+00:00,Delhi,908,476,127,305,38.43612334801762,2991,36.87729856235373,1.5588247856638873,NORMAL,0,False
2026-04-18 13:00:00+00:00,Delhi,1103,611,153,339,41.523118766999104,2991,36.87729856235373,4.645820204645375,NORMAL,0,False
2026-04-18 13:15:00+00:00,Delhi,1034,612,128,294,46.808510638297875,2991,36.87729856235373,9.931212075944146,NORMAL,0,False
2026-04-18 13:30:00+00:00,Delhi,954,500,136,318,38.15513626834382,2991,36.87729856235373,1.2778377059900876,NORMAL,0,False
2026-04-18 13:45:00+00:00,Delhi,897,479,132,286,38.684503901895205,2991,36.87729856235373,1.8072053395414756,NORMAL,0,False
2026-04-18 14:00:00+00:00,Delhi,915,439,143,333,32.34972677595629,2991,36.87729856235373,-4.527571786397438,NORMAL,0,False
2026-04-18 14:15:00+00:00,Delhi,918,480,117,321,39.54248366013072,2991,36.87729856235373,2.665185097776991,NORMAL,0,False
2026-04-18 14:30:00+00:00,Delhi,901,491,120,290,41.17647058823529,2991,36.87729856235373,4.29917202588156,NORMAL,0,False
2026-04-18 14:45:00+00:00,Delhi,897,431,142,324,32.21850613154961,2991,36.87729856235373,-4.6587924308041195,NORMAL,0,False
2026-04-18 15:00:00+00:00,Delhi,1429,443,430,556,0.9097270818754388,2991,36.87729856235373,-35.96757148047829,BREACH,1,False
2026-04-18 15:15:00+00:00,Delhi,877,457,113,307,39.22462941847207,2991,36.87729856235373,2.34733085611834,NORMAL,0,False
2026-04-18 15:30:00+00:00,Delhi,918,479,145,294,36.3834422657952,2991,36.87729856235373,-0.49385629655852625,NORMAL,0,False
2026-04-18 15:45:00+00:00,Delhi,885,456,137,292,36.04519774011299,2991,36.87729856235373,-0.83210082224074,NORMAL,0,False
2026-04-18 16:00:00+00:00,Delhi,941,503,133,305,39.319872476089266,2991,36.87729856235373,2.4425739137355365,NORMAL,0,False
2026-04-18 16:15:00+00:00,Delhi,924,463,143,318,34.63203463203464,2991,36.87729856235373,-2.2452639303190907,NORMAL,0,False
2026-04-18 16:30:00+00:00,Delhi,878,422,132,324,33.029612756264235,2991,36.87729856235373,-3.847685806089494,NORMAL,0,False
2026-04-18 16:45:00+00:00,Delhi,930,470,156,304,33.763440860215056,2991,36.87729856235373,-3.1138577021386737,NORMAL,0,False
2026-04-18 17:00:00+00:00,Delhi,1449,606,371,472,16.218081435472737,2991,36.87729856235373,-20.659217126880993,BREACH,1,False
2026-04-18 17:15:00+00:00,Delhi,1368,536,367,465,12.35380116959064,2991,36.87729856235373,-24.52349739276309,BREACH,2,False
2026-04-18 17:30:00+00:00,Delhi,1387,540,367,480,12.47296322999279,2991,36.87729856235373,-24.40433533236094,BREACH,3,True
2026-04-18 17:45:00+00:00,Delhi,1398,578,374,446,14.592274678111588,2991,36.87729856235373,-22.285023884242143,BREACH,4,True
2026-04-18 18:00:00+00:00,Delhi,1477,637,365,475,18.415707515233585,2991,36.87729856235373,-18.461591047120145,BREACH,5,True
2026-04-18 18:15:00+00:00,Delhi,1458,620,356,482,18.106995884773667,2991,36.87729856235373,-18.770302677580062,BREACH,6,True
2026-04-18 18:30:00+00:00,Delhi,1077,580,153,344,39.64716805942433,2991,36.87729856235373,2.7698694970706015,NORMAL,0,False
2026-04-18 18:45:00+00:00,Delhi,1087,572,135,380,40.20239190432382,2991,36.87729856235373,3.3250933419700885,NORMAL,0,False
2026-04-18 19:00:00+00:00,Delhi,1166,576,217,373,30.78902229845626,2991,36.87729856235373,-6.08827626389747,NORMAL,0,False
2026-04-18 19:15:00+00:00,Delhi,1106,523,220,363,27.39602169981917,2991,36.87729856235373,-9.48127686253456,NORMAL,0,False
2026-04-18 19:30:00+00:00,Delhi,1070,576,130,364,41.6822429906542,2991,36.87729856235373,4.804944428300473,NORMAL,0,False
2026-04-18 19:45:00+00:00,Delhi,1111,577,157,377,37.8037803780378,2991,36.87729856235373,0.9264818156840704,NORMAL,0,False
2026-04-18 20:00:00+00:00,Delhi,1107,550,157,400,35.50135501355014,2991,36.87729856235373,-1.3759435488035905,NORMAL,0,False
2026-04-18 20:15:00+00:00,Delhi,1073,521,187,365,31.127679403541475,2991,36.87729856235373,-5.749619158812255,NORMAL,0,False
2026-04-18 20:30:00+00:00,Delhi,1018,555,154,309,39.3909626719057,2991,36.87729856235373,2.513664109551968,NORMAL,0,False
2026-04-18 20:45:00+00:00,Delhi,1113,575,161,377,37.1967654986523,2991,36.87729856235373,0.3194669362985678,NORMAL,0,False
2026-04-18 21:00:00+00:00,Delhi,1084,584,171,329,38.09963099630996,2991,36.87729856235373,1.2223324339562325,NORMAL,0,False
2026-04-18 21:15:00+00:00,Delhi,1053,548,135,370,39.22127255460589,2991,36.87729856235373,2.3439739922521596,NORMAL,0,False
2026-04-18 21:30:00+00:00,Delhi,1066,565,158,343,38.18011257035647,2991,36.87729856235373,1.3028140080027413,NORMAL,0,False
2026-04-18 21:45:00+00:00,Delhi,1094,539,163,392,34.369287020109695,2991,36.87729856235373,-2.5080115422440343,NORMAL,0,False
2026-04-18 22:00:00+00:00,Delhi,582,289,96,197,33.16151202749141,2991,36.87729856235373,-3.7157865348623176,NORMAL,0,False
2026-04-18 22:15:00+00:00,Delhi,534,279,74,181,38.38951310861424,2991,36.87729856235373,1.512214546260509,NORMAL,0,False
2026-04-18 22:30:00+00:00,Delhi,533,297,79,157,40.90056285178236,2991,36.87729856235373,4.0232642894286315,NORMAL,0,False
2026-04-18 22:45:00+00:00,Delhi,537,268,82,187,34.63687150837988,2991,36.87729856235373,-2.2404270539738462,NORMAL,0,False
2026-04-18 23:00:00+00:00,Delhi,520,279,67,174,40.76923076923077,2991,36.87729856235373,3.891932206877037,NORMAL,0,False
2026-04-18 23:15:00+00:00,Delhi,515,268,81,166,36.310679611650485,2991,36.87729856235373,-0.5666189507032442,NORMAL,0,False
2026-04-18 23:30:00+00:00,Delhi,518,287,68,163,42.27799227799228,2991,36.87729856235373,5.400693715638553,NORMAL,0,False
2026-04-18 23:45:00+00:00,Delhi,538,282,80,176,37.54646840148699,2991,36.87729856235373,0.6691698391332608,NORMAL,0,False
2026-04-18 10:00:00+00:00,Hyderabad,729,380,112,237,36.762688614540465,2885,38.8214904679376,-2.058801853397135,NORMAL,0,False
2026-04-18 10:15:00+00:00,Hyderabad,703,379,104,220,39.1180654338549,2885,38.8214904679376,0.29657496591730137,NORMAL,0,False
2026-04-18 10:30:00+00:00,Hyderabad,720,391,91,238,41.666666666666664,2885,38.8214904679376,2.845176198729064,NORMAL,0,False
2026-04-18 10:45:00+00:00,Hyderabad,763,407,103,253,39.84272608125819,2885,38.8214904679376,1.0212356133205915,NORMAL,0,False
2026-04-18 11:00:00+00:00,Hyderabad,741,366,115,260,33.87314439946019,2885,38.8214904679376,-4.948346068477413,NORMAL,0,False
2026-04-18 11:15:00+00:00,Hyderabad,752,431,84,237,46.1436170212766,2885,38.8214904679376,7.322126553338997,NORMAL,0,False
2026-04-18 11:30:00+00:00,Hyderabad,750,397,106,247,38.800000000000004,2885,38.8214904679376,-0.021490467937596236,NORMAL,0,False
2026-04-18 11:45:00+00:00,Hyderabad,731,398,101,232,40.62927496580028,2885,38.8214904679376,1.8077844978626771,NORMAL,0,False
2026-04-18 12:00:00+00:00,Hyderabad,1028,523,195,310,31.906614785992215,2885,38.8214904679376,-6.914875681945386,NORMAL,0,False
2026-04-18 12:15:00+00:00,Hyderabad,945,445,201,299,25.82010582010582,2885,38.8214904679376,-13.001384647831781,NORMAL,0,False
2026-04-18 12:30:00+00:00,Hyderabad,981,481,180,320,30.682976554536186,2885,38.8214904679376,-8.138513913401415,NORMAL,0,False
2026-04-18 12:45:00+00:00,Hyderabad,881,470,116,295,40.181611804767314,2885,38.8214904679376,1.3601213368297138,NORMAL,0,False
2026-04-18 13:00:00+00:00,Hyderabad,1036,599,135,302,44.78764478764479,2885,38.8214904679376,5.9661543197071865,NORMAL,0,False
2026-04-18 13:15:00+00:00,Hyderabad,1042,602,133,307,45.00959692898273,2885,38.8214904679376,6.18810646104513,NORMAL,0,False
2026-04-18 13:30:00+00:00,Hyderabad,901,477,140,284,37.40288568257492,2885,38.8214904679376,-1.4186047853626818,NORMAL,0,False
2026-04-18 13:45:00+00:00,Hyderabad,935,482,140,313,36.57754010695187,2885,38.8214904679376,-2.2439503609857283,NORMAL,0,False
2026-04-18 14:00:00+00:00,Hyderabad,909,453,147,309,33.66336633663366,2885,38.8214904679376,-5.158124131303943,NORMAL,0,False
2026-04-18 14:15:00+00:00,Hyderabad,957,506,155,296,36.677115987460816,2885,38.8214904679376,-2.1443744804767846,NORMAL,0,False
2026-04-18 14:30:00+00:00,Hyderabad,870,443,130,297,35.97701149425288,2885,38.8214904679376,-2.8444789736847227,NORMAL,0,False
2026-04-18 14:45:00+00:00,Hyderabad,935,487,132,316,37.967914438502675,2885,38.8214904679376,-0.8535760294349259,NORMAL,0,False
2026-04-18 15:00:00+00:00,Hyderabad,1516,486,439,591,3.100263852242746,2885,38.8214904679376,-35.72122661569485,BREACH,1,False
2026-04-18 15:15:00+00:00,Hyderabad,959,520,138,301,39.83315954118874,2885,38.8214904679376,1.0116690732511415,NORMAL,0,False
2026-04-18 15:30:00+00:00,Hyderabad,921,461,130,330,35.93919652551574,2885,38.8214904679376,-2.8822939424218603,NORMAL,0,False
2026-04-18 15:45:00+00:00,Hyderabad,906,460,145,301,34.7682119205298,2885,38.8214904679376,-4.0532785474078,NORMAL,0,False
2026-04-18 16:00:00+00:00,Hyderabad,910,469,138,303,36.373626373626365,2885,38.8214904679376,-2.4478640943112353,NORMAL,0,False
2026-04-18 16:15:00+00:00,Hyderabad,905,497,122,286,41.436464088397784,2885,38.8214904679376,2.6149736204601837,NORMAL,0,False
2026-04-18 16:30:00+00:00,Hyderabad,889,479,122,288,40.15748031496062,2885,38.8214904679376,1.335989847023022,NORMAL,0,False
2026-04-18 16:45:00+00:00,Hyderabad,926,501,135,290,39.524838012958966,2885,38.8214904679376,0.7033475450213658,NORMAL,0,False
2026-04-18 17:00:00+00:00,Hyderabad,1389,532,390,467,10.223182145428368,2885,38.8214904679376,-28.598308322509233,BREACH,1,False
2026-04-18 17:15:00+00:00,Hyderabad,1435,594,336,505,17.979094076655052,2885,38.8214904679376,-20.84239639128255,BREACH,2,False
2026-04-18 17:30:00+00:00,Hyderabad,1432,600,366,466,16.34078212290503,2885,38.8214904679376,-22.48070834503257,BREACH,3,True
2026-04-18 17:45:00+00:00,Hyderabad,1350,555,355,440,14.814814814814813,2885,38.8214904679376,-24.006675653122787,BREACH,4,True
